match_id,season_id_x,team_batting,team_bowling,match_winner,result,win_by_runs,win_by_wickets,toss_winner,toss_decision,venue,city
335982,2008,6,1,6.0,win,140.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082591,2017,2,1,2.0,win,35.0,,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082593,2017,5,6,6.0,win,,10.0,6.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
1082592,2017,3,4,4.0,win,,7.0,4.0,field,"MCA Stadium, Pune",Pune
1082594,2017,4,494,494.0,win,,6.0,494.0,field,"Holkar Cricket Stadium, Indore",Indore
1082601,2017,494,6,6.0,win,,8.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
1082595,2017,1,252,1.0,win,15.0,,1.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1082596,2017,5,2,2.0,win,,9.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082597,2017,6,3,3.0,win,,4.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082598,2017,1,494,494.0,win,,8.0,1.0,bat,"Holkar Cricket Stadium, Indore",Indore
1082599,2017,252,4,252.0,win,97.0,,4.0,field,"MCA Stadium, Pune",Pune
1082600,2017,2,3,3.0,win,,4.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082602,2017,1,3,3.0,win,,4.0,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082603,2017,4,5,5.0,win,,7.0,5.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
1082604,2017,6,2,6.0,win,17.0,,2.0,field,"Eden Gardens, Kolkata",Kolkata
1082605,2017,252,494,252.0,win,51.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1082608,2017,252,6,6.0,win,,4.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1082606,2017,5,3,3.0,win,,6.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082607,2017,4,1,4.0,win,27.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082609,2017,2,494,2.0,win,5.0,,494.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082610,2017,1,5,1.0,win,21.0,,5.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
1082612,2017,494,3,3.0,win,,8.0,3.0,field,"Holkar Cricket Stadium, Indore",Indore
1082611,2017,2,252,2.0,win,15.0,,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082613,2017,5,6,5.0,win,,4.0,5.0,field,"Eden Gardens, Kolkata",Kolkata
1082614,2017,252,3,3.0,win,14.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082615,2017,2,4,4.0,win,,6.0,4.0,field,"MCA Stadium, Pune",Pune
1082616,2017,494,5,494.0,win,26.0,,5.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
1082617,2017,6,1,6.0,win,82.0,,1.0,field,"Eden Gardens, Kolkata",Kolkata
1082618,2017,4,3,4.0,win,3.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082620,2017,4,6,6.0,win,,7.0,6.0,field,"MCA Stadium, Pune",Pune
1082621,2017,1,5,5.0,win,,7.0,5.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082622,2017,252,6,6.0,win,,7.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
1082623,2017,2,494,2.0,win,26.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh
1082624,2017,4,1,4.0,win,61.0,,1.0,field,"MCA Stadium, Pune",Pune
1082625,2017,3,5,3.0,tie,,,5.0,bat,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
1082626,2017,252,494,494.0,win,,10.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
1082627,2017,2,6,2.0,win,48.0,,6.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082628,2017,1,3,3.0,win,,5.0,1.0,bat,"Wankhede Stadium, Mumbai",Mumbai
1082629,2017,5,4,4.0,win,,5.0,4.0,field,"MCA Stadium, Pune",Pune
1082630,2017,2,252,252.0,win,,6.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1082631,2017,6,4,4.0,win,,4.0,4.0,field,"Eden Gardens, Kolkata",Kolkata
1082632,2017,5,252,252.0,win,,7.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1082633,2017,494,1,494.0,win,19.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082639,2017,6,494,494.0,win,14.0,,6.0,field,"PCA Stadium, Mohali",Chandigarh
1082634,2017,4,2,4.0,win,12.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082635,2017,3,252,3.0,win,146.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1082636,2017,1,6,6.0,win,,6.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082637,2017,494,5,5.0,win,,6.0,5.0,field,"PCA Stadium, Mohali",Chandigarh
1082638,2017,3,2,2.0,win,,7.0,3.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1082642,2017,4,252,252.0,win,7.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1082641,2017,494,3,494.0,win,7.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082644,2017,3,6,3.0,win,9.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
1082645,2017,494,4,4.0,win,,9.0,4.0,field,"MCA Stadium, Pune",Pune
1082646,2017,1,252,1.0,win,10.0,,1.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1082649,2017,3,6,3.0,win,,6.0,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082647,2017,4,3,4.0,win,20.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1082648,2017,2,6,6.0,win,,7.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1082650,2017,3,4,3.0,win,1.0,,3.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136561,2018,129,3,129.0,win,,1.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136562,2018,252,494,494.0,win,,6.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
1136563,2018,1,6,6.0,win,,4.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
1136564,2018,134,2,2.0,win,,9.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136565,2018,6,129,129.0,win,,5.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1136566,2018,134,252,134.0,win,10.0,,252.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136567,2018,3,2,2.0,win,,1.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136568,2018,494,1,1.0,win,,4.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136569,2018,3,252,252.0,win,,7.0,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136570,2018,2,6,2.0,win,,5.0,2.0,field,"Eden Gardens, Kolkata",Kolkata
1136571,2018,1,134,134.0,win,19.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136573,2018,252,6,6.0,win,71.0,,252.0,field,"Eden Gardens, Kolkata",Kolkata
1136572,2018,494,129,494.0,win,4.0,,129.0,field,"PCA Stadium, Mohali",Chandigarh
1136574,2018,3,1,3.0,win,46.0,,1.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136575,2018,134,6,6.0,win,,7.0,6.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136576,2018,494,2,494.0,win,15.0,,494.0,bat,"PCA Stadium, Mohali",Chandigarh
1136577,2018,129,134,129.0,win,64.0,,134.0,field,"MCA Stadium, Pune",Pune
1136578,2018,6,494,494.0,win,,9.0,494.0,field,"Eden Gardens, Kolkata",Kolkata
1136579,2018,252,1,1.0,win,,6.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136580,2018,129,2,129.0,win,4.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136581,2018,3,134,134.0,win,,3.0,3.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136582,2018,494,252,494.0,win,4.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1136584,2018,129,1,129.0,win,,5.0,129.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136583,2018,2,3,2.0,win,31.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136585,2018,2,494,2.0,win,13.0,,494.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136586,2018,252,6,252.0,win,55.0,,6.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1136587,2018,129,3,3.0,win,,8.0,3.0,field,"MCA Stadium, Pune",Pune
1136588,2018,2,134,2.0,win,11.0,,2.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136589,2018,1,6,6.0,win,,6.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136590,2018,129,252,129.0,win,13.0,,252.0,field,"MCA Stadium, Pune",Pune
1136591,2018,1,3,1.0,win,14.0,,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136592,2018,252,134,252.0,win,4.0,,134.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1136593,2018,129,6,6.0,win,,6.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
1136594,2018,494,3,3.0,win,,6.0,3.0,field,"Holkar Cricket Stadium, Indore",Indore
1136595,2018,1,129,129.0,win,,6.0,129.0,field,"MCA Stadium, Pune",Pune
1136596,2018,252,2,2.0,win,,7.0,252.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136597,2018,3,6,3.0,win,13.0,,6.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136598,2018,134,494,494.0,win,,6.0,494.0,field,"Holkar Cricket Stadium, Indore",Indore
1136599,2018,2,1,2.0,win,5.0,,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136600,2018,134,494,134.0,win,15.0,,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136601,2018,3,6,3.0,win,102.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
1136602,2018,252,2,2.0,win,,9.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1136603,2018,129,134,134.0,win,,4.0,129.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136604,2018,6,494,6.0,win,31.0,,494.0,field,"Holkar Cricket Stadium, Indore",Indore
1136605,2018,252,1,1.0,win,,5.0,1.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1136606,2018,2,129,129.0,win,,8.0,129.0,field,"MCA Stadium, Pune",Pune
1136608,2018,494,1,1.0,win,,10.0,1.0,field,"Holkar Cricket Stadium, Indore",Indore
1136607,2018,3,134,134.0,win,,7.0,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136609,2018,134,6,6.0,win,,6.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
1136610,2018,3,494,3.0,win,3.0,,494.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136611,2018,1,2,1.0,win,14.0,,2.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1136612,2018,252,129,252.0,win,34.0,,129.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1136613,2018,134,1,134.0,win,30.0,,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1136614,2018,2,6,6.0,win,,5.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1136615,2018,252,3,252.0,win,11.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1136616,2018,494,129,129.0,win,,5.0,129.0,field,"MCA Stadium, Pune",Pune
1175357,2019,2,6,6.0,win,,6.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
1136617,2018,2,129,129.0,win,,2.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
1136618,2018,6,134,6.0,win,25.0,,134.0,field,"Eden Gardens, Kolkata",Kolkata
1136619,2018,2,6,2.0,win,14.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
1136620,2018,2,129,129.0,win,,8.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
1175356,2019,1,129,129.0,win,,7.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1175358,2019,252,3,252.0,win,37.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1175360,2019,129,252,129.0,win,,6.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1175359,2019,494,134,494.0,win,14.0,,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1175361,2019,6,494,6.0,win,28.0,,494.0,field,"Eden Gardens, Kolkata",Kolkata
1175362,2019,3,1,3.0,win,6.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1175363,2019,134,2,2.0,win,,5.0,134.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1175364,2019,3,494,494.0,win,,8.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
1175365,2019,6,252,252.0,tie,,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1175366,2019,2,1,2.0,win,118.0,,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1175367,2019,129,134,129.0,win,8.0,,134.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1175368,2019,494,252,494.0,win,14.0,,252.0,field,"PCA Stadium, Mohali",Chandigarh
1175369,2019,1,134,134.0,win,,7.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1175370,2019,3,129,3.0,win,37.0,,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
1175371,2019,252,2,2.0,win,,5.0,2.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1175372,2019,1,6,6.0,win,,5.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1178395,2019,252,1,252.0,win,,4.0,252.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1178393,2019,129,494,129.0,win,22.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1178394,2019,3,2,3.0,win,40.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1178396,2019,134,6,6.0,win,,8.0,6.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1178397,2019,2,494,494.0,win,,6.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
1178398,2019,6,129,129.0,win,,7.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1178399,2019,494,3,3.0,win,,3.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1178400,2019,134,129,129.0,win,,4.0,129.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1178401,2019,6,252,252.0,win,,7.0,252.0,field,"Eden Gardens, Kolkata",Kolkata
1178402,2019,3,134,134.0,win,,4.0,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
1178403,2019,494,1,1.0,win,,8.0,1.0,field,"PCA Stadium, Mohali",Chandigarh
1178404,2019,6,129,129.0,win,,5.0,129.0,field,"Eden Gardens, Kolkata",Kolkata
1178407,2019,494,134,494.0,win,12.0,,134.0,field,"PCA Stadium, Mohali",Chandigarh
1178405,2019,252,2,252.0,win,39.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1178406,2019,1,3,3.0,win,,5.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1178408,2019,129,2,2.0,win,,6.0,129.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1178409,2019,3,252,3.0,win,40.0,,3.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1178410,2019,1,6,1.0,win,10.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
1178411,2019,134,3,134.0,win,,5.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1178414,2019,1,129,1.0,win,1.0,,129.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1178412,2019,494,252,252.0,win,,5.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1178413,2019,6,2,2.0,win,,9.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1178415,2019,134,252,252.0,win,,6.0,252.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1178416,2019,2,129,129.0,win,,6.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1178418,2019,6,134,134.0,win,,3.0,134.0,field,"Eden Gardens, Kolkata",Kolkata
1178417,2019,1,494,1.0,win,17.0,,494.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1178419,2019,3,129,3.0,win,46.0,,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1178420,2019,2,134,134.0,win,,7.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1178421,2019,252,1,252.0,win,16.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1178422,2019,6,3,6.0,win,34.0,,3.0,field,"Eden Gardens, Kolkata",Kolkata
1178423,2019,2,494,2.0,win,45.0,,494.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1178427,2019,494,6,6.0,win,,7.0,6.0,field,"PCA Stadium, Mohali",Chandigarh
1178424,2019,1,134,134.0,no result,,,134.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1178425,2019,129,252,129.0,win,80.0,,252.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1178428,2019,252,134,252.0,win,,5.0,134.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1178426,2019,3,2,2.0,tie,,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
1178429,2019,2,1,1.0,win,,4.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1178430,2019,129,494,494.0,win,,6.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
1178431,2019,6,3,3.0,win,,9.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1181764,2019,129,3,3.0,win,,6.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1181766,2019,2,252,252.0,win,,2.0,252.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
1181767,2019,252,129,129.0,win,,6.0,129.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
1181768,2019,3,129,3.0,win,1.0,,3.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1254061,2021,494,134,494.0,win,4.0,,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254058,2021,3,1,1.0,win,,2.0,1.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1254059,2021,129,252,252.0,win,,7.0,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254060,2021,6,2,6.0,win,10.0,,2.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1254062,2021,3,6,3.0,win,10.0,,6.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1254068,2021,494,252,252.0,win,,6.0,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254063,2021,1,2,1.0,win,6.0,,2.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1254064,2021,252,134,134.0,win,,3.0,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254065,2021,494,129,129.0,win,,6.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254066,2021,3,2,3.0,win,13.0,,3.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1254067,2021,1,6,1.0,win,38.0,,1.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1254069,2021,129,134,129.0,win,45.0,,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254070,2021,3,252,252.0,win,,6.0,3.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1254073,2021,134,1,1.0,win,,10.0,1.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254071,2021,494,2,2.0,win,,9.0,494.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1254072,2021,129,6,129.0,win,18.0,,6.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254074,2021,3,494,494.0,win,,9.0,494.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1254075,2021,6,134,134.0,win,,6.0,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
1254076,2021,129,1,129.0,win,69.0,,129.0,bat,"Wankhede Stadium, Mumbai",Mumbai
1254077,2021,252,2,2.0,tie,,,252.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1254078,2021,494,6,6.0,win,,5.0,6.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1254079,2021,1,252,1.0,win,1.0,,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1254080,2021,2,129,129.0,win,,7.0,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1254081,2021,3,134,3.0,win,,7.0,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1254082,2021,6,252,252.0,win,,7.0,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1254083,2021,494,1,494.0,win,34.0,,1.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1254084,2021,129,3,3.0,win,,4.0,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1254085,2021,134,2,134.0,win,55.0,,2.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1254086,2021,494,252,252.0,win,,7.0,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1304047,2022,6,129,6.0,win,,6.0,6.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304048,2022,3,252,252.0,win,,4.0,252.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304049,2022,1,494,494.0,win,,5.0,494.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304060,2022,6,3,6.0,win,,5.0,6.0,field,"MCA Stadium, Pune",Pune
1304050,2022,614,615,615.0,win,,5.0,615.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304065,2022,252,6,252.0,win,44.0,,6.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304051,2022,134,2,134.0,win,61.0,,2.0,field,"MCA Stadium, Pune",Pune
1304052,2022,6,1,1.0,win,,3.0,1.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304053,2022,129,614,614.0,win,,6.0,614.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304054,2022,494,6,6.0,win,,6.0,6.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304055,2022,134,3,134.0,win,23.0,,3.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304056,2022,615,252,615.0,win,14.0,,252.0,field,"MCA Stadium, Pune",Pune
1304057,2022,494,129,494.0,win,54.0,,129.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304058,2022,614,2,614.0,win,12.0,,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304059,2022,134,1,1.0,win,,4.0,1.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304061,2022,252,614,614.0,win,,6.0,614.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304062,2022,494,615,615.0,win,,6.0,615.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304063,2022,129,2,2.0,win,,8.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304064,2022,3,1,1.0,win,,7.0,1.0,field,"MCA Stadium, Pune",Pune
1304066,2022,134,614,134.0,win,3.0,,614.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304072,2022,614,3,614.0,win,18.0,,3.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304067,2022,615,2,2.0,win,,8.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304068,2022,129,1,129.0,win,23.0,,1.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304069,2022,494,3,494.0,win,12.0,,3.0,field,"MCA Stadium, Pune",Pune
1304070,2022,615,134,615.0,win,37.0,,134.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304081,2022,615,6,615.0,win,8.0,,615.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai
1304071,2022,6,2,2.0,win,,7.0,2.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304083,2022,614,3,614.0,win,36.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304073,2022,1,252,1.0,win,16.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304074,2022,494,2,2.0,win,,7.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304075,2022,129,615,615.0,win,,3.0,615.0,field,"MCA Stadium, Pune",Pune
1304076,2022,134,6,134.0,win,7.0,,6.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304077,2022,1,614,1.0,win,18.0,,614.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
1304078,2022,494,252,252.0,win,,9.0,252.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304079,2022,3,129,129.0,win,,3.0,129.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai
1304080,2022,134,252,134.0,win,15.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304087,2022,252,6,252.0,win,,4.0,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304090,2022,3,134,3.0,win,,5.0,3.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai
1304082,2022,1,2,2.0,win,,9.0,2.0,field,"Brabourne Stadium, Mumbai",Mumbai
1304084,2022,494,129,494.0,win,11.0,,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304085,2022,134,1,134.0,win,29.0,,1.0,field,"MCA Stadium, Pune",Pune
1304086,2022,2,615,615.0,win,,5.0,615.0,field,"Wankhede Stadium, Mumbai",Mumbai
1304088,2022,614,494,614.0,win,20.0,,494.0,field,"MCA Stadium, Pune",Pune
1304089,2022,1,615,615.0,win,,6.0,1.0,bat,"Brabourne Stadium, Mumbai",Mumbai
