match_id,season_id_x,team_batting,team_bowling,match_winner,result,win_by_runs,win_by_wickets,toss_winner,toss_decision,venue,city
336036,2008,3,134,134.0,win,,5.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
336037,2008,2,129,129.0,win,,7.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
336038,2008,134,252,134.0,win,105.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
336040,2008,129,134,134.0,win,,3.0,134.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
419109,2010,6,1,6.0,win,,7.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
419106,2010,6,2,6.0,win,11.0,,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
419107,2010,3,134,3.0,win,4.0,,3.0,bat,"Brabourne Stadium, Mumbai",Mumbai
419108,2010,494,252,252.0,win,,5.0,252.0,field,"PCA Stadium, Mohali",Chandigarh
419110,2010,2,129,2.0,win,31.0,,2.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
419111,2010,134,252,252.0,win,,6.0,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
419112,2010,494,1,1.0,win,,8.0,494.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419113,2010,129,6,129.0,win,55.0,,129.0,bat,"Eden Gardens, Kolkata",Kolkata
419114,2010,3,252,3.0,win,98.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
419115,2010,134,1,1.0,win,,10.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419116,2010,252,129,129.0,win,,5.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
419117,2010,2,494,2.0,win,6.0,,494.0,field,"Barabati Stadium, Cuttack",Cuttack
419118,2010,134,6,134.0,win,34.0,,134.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
419119,2010,3,1,1.0,win,,7.0,3.0,bat,"Brabourne Stadium, Mumbai",Mumbai
419126,2010,2,134,134.0,win,,8.0,2.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
419120,2010,2,252,2.0,win,10.0,,2.0,bat,"Barabati Stadium, Cuttack",Cuttack
419121,2010,494,129,494.0,tie,,,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
419122,2010,6,3,3.0,win,,7.0,6.0,bat,"Brabourne Stadium, Mumbai",Mumbai
419123,2010,1,129,1.0,win,36.0,,129.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419124,2010,134,494,134.0,win,31.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh
419125,2010,129,3,3.0,win,,5.0,3.0,field,"Brabourne Stadium, Mumbai",Mumbai
419127,2010,6,494,6.0,win,39.0,,6.0,bat,"PCA Stadium, Mohali",Chandigarh
419128,2010,252,1,252.0,win,17.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419129,2010,134,129,134.0,win,17.0,,134.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
419130,2010,3,2,3.0,win,41.0,,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
419131,2010,252,6,252.0,win,40.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
419132,2010,494,3,3.0,win,,4.0,3.0,field,"Brabourne Stadium, Mumbai",Mumbai
419133,2010,1,129,129.0,win,,5.0,1.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
419134,2010,134,252,252.0,win,67.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
419135,2010,6,2,6.0,win,24.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
419136,2010,494,1,1.0,win,,6.0,494.0,bat,"PCA Stadium, Mohali",Chandigarh
419137,2010,129,134,129.0,win,23.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
419138,2010,3,2,3.0,win,63.0,,3.0,bat,"Brabourne Stadium, Mumbai",Mumbai
419141,2010,2,134,134.0,win,2.0,,134.0,bat,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
419139,2010,6,494,494.0,win,,8.0,6.0,bat,"Eden Gardens, Kolkata",Kolkata
419140,2010,252,1,252.0,win,37.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
419142,2010,129,3,129.0,win,24.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
419143,2010,494,134,134.0,win,,9.0,494.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
419144,2010,6,252,6.0,win,14.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
419145,2010,1,2,2.0,win,,7.0,2.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419146,2010,3,494,494.0,win,,6.0,3.0,bat,"PCA Stadium, Mohali",Chandigarh
419152,2010,3,252,3.0,win,39.0,,3.0,bat,"Brabourne Stadium, Mumbai",Mumbai
419147,2010,129,2,2.0,win,,6.0,129.0,bat,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
419148,2010,6,1,1.0,win,,7.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419149,2010,252,494,494.0,win,,7.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
419150,2010,3,134,3.0,win,37.0,,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
419151,2010,2,1,2.0,win,13.0,,1.0,field,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur
419154,2010,134,1,1.0,win,,5.0,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
419153,2010,6,129,129.0,win,,9.0,6.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
419155,2010,129,252,252.0,win,,6.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
419156,2010,494,2,2.0,win,,5.0,2.0,field,"HPCA Stadium, Dharamshala",Dharamsala
419157,2010,3,1,3.0,win,57.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
419158,2010,134,6,6.0,win,,8.0,134.0,bat,"Eden Gardens, Kolkata",Kolkata
419160,2010,2,252,2.0,win,11.0,,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
419159,2010,494,129,129.0,win,,6.0,129.0,field,"HPCA Stadium, Dharamshala",Dharamsala
419161,2010,3,6,6.0,win,,9.0,3.0,bat,"Eden Gardens, Kolkata",Kolkata
419162,2010,3,1,3.0,win,35.0,,3.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
419163,2010,129,2,129.0,win,38.0,,129.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
419164,2010,2,1,1.0,win,,9.0,2.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
419165,2010,129,3,129.0,win,22.0,,129.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501198,2011,129,6,129.0,win,2.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
501199,2011,134,2,134.0,win,,8.0,134.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501200,2011,1414,1,1.0,win,,6.0,1414.0,bat,"Nehru Stadium, Goa",Kochi
501201,2011,252,3,3.0,win,,8.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
501204,2011,134,252,134.0,win,,6.0,252.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
501202,2011,494,1419,1419.0,win,,7.0,494.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501203,2011,6,2,6.0,win,9.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
501205,2011,1,3,3.0,win,,9.0,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
501212,2011,2,494,494.0,win,,8.0,494.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501206,2011,129,494,494.0,win,,6.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
501207,2011,1414,1419,1419.0,win,,4.0,1414.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501208,2011,2,1,2.0,win,33.0,,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501209,2011,134,6,6.0,win,,9.0,6.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
501210,2011,3,1414,1414.0,win,,8.0,1414.0,field,"Wankhede Stadium, Mumbai",Mumbai
501211,2011,129,1,129.0,win,21.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
501213,2011,1419,252,252.0,win,,3.0,252.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501214,2011,134,6,6.0,win,,8.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
501215,2011,129,1414,1414.0,win,,7.0,1414.0,field,"Nehru Stadium, Goa",Kochi
501216,2011,2,252,2.0,win,16.0,,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
501218,2011,1419,3,3.0,win,,7.0,1419.0,bat,"Wankhede Stadium, Mumbai",Mumbai
501220,2011,134,494,494.0,win,48.0,,134.0,field,"PCA Stadium, Mohali",Chandigarh
501219,2011,1414,6,1414.0,win,6.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
501224,2011,3,2,3.0,win,37.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501221,2011,3,129,3.0,win,8.0,,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
501222,2011,6,1,1.0,win,,9.0,1.0,field,"Eden Gardens, Kolkata",Kolkata
501223,2011,252,494,252.0,win,29.0,,494.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
501225,2011,1414,134,134.0,win,,8.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
501226,2011,129,1419,129.0,win,25.0,,1419.0,field,"MA Chidambaram Stadium, Chennai",Chennai
501229,2011,1414,2,2.0,win,55.0,,1414.0,field,"Nehru Stadium, Goa",Kochi
501232,2011,1,1419,1.0,win,26.0,,1419.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
501237,2011,3,494,3.0,win,23.0,,494.0,field,"Wankhede Stadium, Mumbai",Mumbai
501227,2011,252,1,1.0,win,,3.0,1.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
501228,2011,1419,129,129.0,win,,8.0,1419.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501230,2011,6,252,6.0,win,17.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
501231,2011,3,134,134.0,win,,7.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
501233,2011,252,1414,252.0,win,38.0,,252.0,bat,"Nehru Stadium, Goa",Kochi
501234,2011,494,6,6.0,win,,8.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
501235,2011,1419,134,134.0,win,,6.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
501236,2011,129,2,129.0,win,19.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
501238,2011,252,1414,1414.0,win,,7.0,1414.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
501239,2011,6,2,6.0,win,20.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501240,2011,134,129,129.0,win,,8.0,134.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
501241,2011,3,1419,3.0,win,21.0,,1419.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501242,2011,1414,6,1414.0,win,17.0,,6.0,field,"Nehru Stadium, Goa",Kochi
501243,2011,252,2,252.0,win,,4.0,252.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501244,2011,1,494,1.0,win,85.0,,494.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
501246,2011,252,3,3.0,win,32.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
501245,2011,129,6,6.0,win,10.0,,129.0,bat,"Eden Gardens, Kolkata",Kolkata
501247,2011,1414,1,1.0,win,,9.0,1414.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bangalore
501252,2011,1,134,1.0,win,,9.0,1.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
501248,2011,494,1419,1419.0,win,,5.0,494.0,bat,"PCA Stadium, Mohali",Chandigarh
501249,2011,129,134,129.0,win,63.0,,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
501257,2011,252,494,494.0,win,29.0,,252.0,field,"HPCA Stadium, Dharamshala",Dharamsala
501250,2011,2,1419,1419.0,win,,6.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
501251,2011,494,3,494.0,win,76.0,,3.0,field,"PCA Stadium, Mohali",Chandigarh
501253,2011,129,252,129.0,win,18.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
501254,2011,1414,494,494.0,win,,6.0,494.0,field,"Holkar Cricket Stadium, Indore",Indore
501255,2011,6,1,1.0,win,,4.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
501256,2011,2,3,2.0,win,10.0,,2.0,bat,"Wankhede Stadium, Mumbai",Mumbai
501258,2011,134,1414,1414.0,win,,8.0,1414.0,field,"Holkar Cricket Stadium, Indore",Indore
501262,2011,1419,6,6.0,win,,7.0,6.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501259,2011,1419,2,2.0,win,,6.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai
501260,2011,494,1,494.0,win,111.0,,494.0,bat,"HPCA Stadium, Dharamshala",Dharamsala
501261,2011,129,1414,129.0,win,11.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
501263,2011,3,134,134.0,win,,10.0,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
501264,2011,2,494,2.0,win,82.0,,494.0,field,"HPCA Stadium, Dharamshala",Dharamsala
501265,2011,252,1419,1419.0,no result,,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
501266,2011,129,1,1.0,win,,8.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
501267,2011,6,3,3.0,win,,5.0,3.0,field,"Eden Gardens, Kolkata",Kolkata
501268,2011,1,129,129.0,win,,6.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
501269,2011,6,3,3.0,win,,4.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
501270,2011,1,3,1.0,win,43.0,,3.0,field,"MA Chidambaram Stadium, Chennai",Chennai
548307,2012,6,252,252.0,win,,8.0,252.0,field,"Eden Gardens, Kolkata",Kolkata
501271,2011,129,1,129.0,win,58.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
548306,2012,129,3,3.0,win,,8.0,3.0,field,"MA Chidambaram Stadium, Chennai",Chennai
548308,2012,1419,3,1419.0,win,28.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
548309,2012,134,494,134.0,win,31.0,,494.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
548310,2012,1,252,1.0,win,20.0,,252.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548311,2012,129,2,129.0,win,74.0,,2.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
548312,2012,134,6,134.0,win,22.0,,6.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
548313,2012,1419,494,1419.0,win,22.0,,1419.0,bat,"MCA Stadium, Pune",Pune
548314,2012,2,3,3.0,win,,5.0,2.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
548315,2012,6,1,6.0,win,42.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548316,2012,129,252,252.0,win,,8.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
548317,2012,3,134,3.0,win,27.0,,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
548319,2012,1419,494,494.0,win,,7.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
548318,2012,1,129,129.0,win,,5.0,1.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
548320,2012,134,6,6.0,win,,5.0,134.0,bat,"Eden Gardens, Kolkata",Kolkata
548325,2012,3,252,252.0,win,,7.0,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
548321,2012,2,252,252.0,win,,5.0,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
548326,2012,134,2,134.0,win,,5.0,2.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
548322,2012,129,1419,1419.0,win,,7.0,129.0,bat,"MCA Stadium, Pune",Pune
548323,2012,494,6,494.0,win,2.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
548324,2012,134,1,134.0,win,59.0,,134.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548327,2012,1419,1,1.0,win,,6.0,1419.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548328,2012,494,6,6.0,win,,8.0,494.0,bat,"PCA Stadium, Mohali",Chandigarh
548329,2012,2,252,252.0,win,,9.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
548335,2012,6,2,6.0,win,,5.0,6.0,field,"Barabati Stadium, Cuttack",Cuttack
548349,2012,134,252,252.0,win,,6.0,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
548330,2012,129,1419,129.0,win,13.0,,1419.0,field,"MA Chidambaram Stadium, Chennai",Chennai
548331,2012,494,1,1.0,win,,5.0,1.0,field,"PCA Stadium, Mohali",Chandigarh
548332,2012,134,129,129.0,win,,7.0,134.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
548333,2012,1419,252,1419.0,win,20.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
548334,2012,3,494,494.0,win,,6.0,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
548336,2012,1,134,1.0,win,46.0,,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
548337,2012,1419,252,252.0,win,,8.0,1419.0,bat,"MCA Stadium, Pune",Pune
548339,2012,494,3,3.0,win,,4.0,494.0,bat,"PCA Stadium, Mohali",Chandigarh
548341,2012,2,1419,2.0,win,18.0,,2.0,bat,"MCA Stadium, Pune",Pune
548342,2012,252,3,252.0,win,37.0,,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
548343,2012,494,129,494.0,win,7.0,,494.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
548344,2012,6,1,6.0,win,47.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
548345,2012,252,134,252.0,win,1.0,,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
548346,2012,2,3,3.0,win,,5.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
548347,2012,129,6,6.0,win,,5.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
548348,2012,2,1419,2.0,win,13.0,,2.0,bat,"Barabati Stadium, Cuttack",Cuttack
548350,2012,1,494,494.0,win,,4.0,494.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548351,2012,3,1419,3.0,win,1.0,,3.0,bat,"MCA Stadium, Pune",Pune
548352,2012,129,2,129.0,win,10.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
548354,2012,134,494,134.0,win,43.0,,134.0,bat,"PCA Stadium, Mohali",Chandigarh
548353,2012,6,1419,6.0,win,7.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
548355,2012,129,3,3.0,win,,2.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
548356,2012,2,1,1.0,win,,5.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548357,2012,252,6,6.0,win,,6.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
548358,2012,1419,134,134.0,win,,7.0,1419.0,bat,"MCA Stadium, Pune",Pune
548364,2012,129,252,129.0,win,,9.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
548359,2012,494,2,494.0,win,25.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
548360,2012,3,1,1.0,win,,9.0,1.0,field,"Wankhede Stadium, Mumbai",Mumbai
548361,2012,134,129,129.0,win,,4.0,129.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
548362,2012,1,1419,1.0,win,35.0,,1419.0,field,"MCA Stadium, Pune",Pune
548363,2012,3,6,3.0,win,27.0,,3.0,bat,"Eden Gardens, Kolkata",Kolkata
548365,2012,134,1419,134.0,win,45.0,,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
548372,2012,1,252,1.0,win,21.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
548366,2012,2,494,494.0,win,,4.0,2.0,bat,"PCA Stadium, Mohali",Chandigarh
548367,2012,1,3,3.0,win,,5.0,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548368,2012,6,129,129.0,win,,5.0,129.0,field,"Eden Gardens, Kolkata",Kolkata
548369,2012,494,252,252.0,win,,5.0,494.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
548370,2012,6,3,6.0,win,32.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
548371,2012,129,494,494.0,win,,6.0,494.0,field,"HPCA Stadium, Dharamshala",Dharamsala
548373,2012,134,2,2.0,win,,5.0,134.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
548374,2012,494,252,252.0,win,,6.0,252.0,field,"HPCA Stadium, Dharamshala",Dharamsala
548380,2012,129,252,129.0,win,86.0,,252.0,field,"MA Chidambaram Stadium, Chennai",Chennai
548375,2012,6,1419,6.0,win,34.0,,6.0,bat,"MCA Stadium, Pune",Pune
548376,2012,2,1,2.0,win,9.0,,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
548377,2012,134,3,3.0,win,,10.0,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
548378,2012,6,252,6.0,win,18.0,,6.0,bat,"MCA Stadium, Pune",Pune
548379,2012,129,3,129.0,win,38.0,,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
548381,2012,129,6,6.0,win,,5.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
598004,2013,1,2,1.0,tie,,,1.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
597998,2013,252,6,6.0,win,,6.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
597999,2013,1,3,1.0,win,2.0,,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
598000,2013,2,1419,2.0,win,22.0,,1419.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
598001,2013,134,252,134.0,win,5.0,,134.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
598002,2013,3,129,3.0,win,9.0,,3.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
598003,2013,1419,494,494.0,win,,8.0,1419.0,bat,"MCA Stadium, Pune",Pune
598005,2013,134,6,134.0,win,19.0,,6.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
598006,2013,3,252,3.0,win,44.0,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
598007,2013,494,129,129.0,win,,10.0,129.0,field,"PCA Stadium, Mohali",Chandigarh
598008,2013,6,1,1.0,win,,8.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
598009,2013,134,1419,1419.0,win,,7.0,134.0,bat,"MCA Stadium, Pune",Pune
598010,2013,252,2,2.0,win,,3.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
598011,2013,3,1419,3.0,win,41.0,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
598012,2013,1,129,129.0,win,,4.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai
598013,2013,6,2,6.0,win,48.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
598014,2013,494,134,134.0,win,,6.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
598017,2013,1,252,252.0,tie,,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
598015,2013,1419,129,1419.0,win,24.0,,1419.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
598016,2013,494,6,494.0,win,4.0,,6.0,field,"PCA Stadium, Mohali",Chandigarh
598025,2013,1419,494,494.0,win,,7.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
598018,2013,2,1419,2.0,win,11.0,,1419.0,field,"MCA Stadium, Pune",Pune
598019,2013,134,3,134.0,win,87.0,,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
598020,2013,129,252,129.0,win,86.0,,129.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
598028,2013,494,252,494.0,win,7.0,,252.0,field,"HPCA Stadium, Dharamshala",Dharamsala
598021,2013,494,2,2.0,win,,5.0,494.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
598030,2013,129,2,129.0,win,,5.0,2.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
598022,2013,6,129,129.0,win,,4.0,6.0,bat,"Eden Gardens, Kolkata",Kolkata
598023,2013,134,1,1.0,win,,7.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
598024,2013,3,252,252.0,win,,9.0,3.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
598026,2013,134,129,129.0,win,,5.0,134.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
598027,2013,1,1419,1.0,win,130.0,,1419.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
598029,2013,6,3,3.0,win,,5.0,6.0,bat,"Eden Gardens, Kolkata",Kolkata
598031,2013,494,6,6.0,win,,6.0,494.0,bat,"Eden Gardens, Kolkata",Kolkata
598032,2013,2,134,134.0,win,,8.0,2.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
598033,2013,3,1,3.0,win,58.0,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
598038,2013,129,1419,129.0,win,37.0,,129.0,bat,"MCA Stadium, Pune",Pune
598034,2013,129,6,129.0,win,14.0,,6.0,field,"MA Chidambaram Stadium, Chennai",Chennai
598035,2013,252,1419,252.0,win,15.0,,1419.0,field,"Shaheed Veer Narayan Singh International Stadium, New Raipur",Raipur
598036,2013,1,134,134.0,win,,4.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
598037,2013,3,494,3.0,win,4.0,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
598040,2013,6,252,252.0,win,,7.0,6.0,bat,"Shaheed Veer Narayan Singh International Stadium, New Raipur",Raipur
598039,2013,3,2,2.0,win,,7.0,3.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
