match_id,season_id_x,team_batting,team_bowling,match_winner,result,win_by_runs,win_by_wickets,toss_winner,toss_decision,venue,city,venue_region
1254080,2021,2,129,129.0,win,,7.0,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1254081,2021,3,134,3.0,win,,7.0,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1254082,2021,6,252,252.0,win,,7.0,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1254083,2021,494,1,494.0,win,34.0,,1.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1254084,2021,129,3,3.0,win,,4.0,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1254085,2021,134,2,134.0,win,55.0,,2.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1254086,2021,494,252,252.0,win,,7.0,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1304047,2022,6,129,6.0,win,,6.0,6.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304048,2022,3,252,252.0,win,,4.0,252.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304049,2022,1,494,494.0,win,,5.0,494.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304060,2022,6,3,6.0,win,,5.0,6.0,field,"MCA Stadium, Pune",Pune,India
1304050,2022,614,615,615.0,win,,5.0,615.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304065,2022,252,6,252.0,win,44.0,,6.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304051,2022,134,2,134.0,win,61.0,,2.0,field,"MCA Stadium, Pune",Pune,India
1304052,2022,6,1,1.0,win,,3.0,1.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304053,2022,129,614,614.0,win,,6.0,614.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304054,2022,494,6,6.0,win,,6.0,6.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304055,2022,134,3,134.0,win,23.0,,3.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304056,2022,615,252,615.0,win,14.0,,252.0,field,"MCA Stadium, Pune",Pune,India
1304057,2022,494,129,494.0,win,54.0,,129.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304058,2022,614,2,614.0,win,12.0,,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304059,2022,134,1,1.0,win,,4.0,1.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304061,2022,252,614,614.0,win,,6.0,614.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304062,2022,494,615,615.0,win,,6.0,615.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304063,2022,129,2,2.0,win,,8.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304064,2022,3,1,1.0,win,,7.0,1.0,field,"MCA Stadium, Pune",Pune,India
1304066,2022,134,614,134.0,win,3.0,,614.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304072,2022,614,3,614.0,win,18.0,,3.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304067,2022,615,2,2.0,win,,8.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304068,2022,129,1,129.0,win,23.0,,1.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304069,2022,494,3,494.0,win,12.0,,3.0,field,"MCA Stadium, Pune",Pune,India
1304070,2022,615,134,615.0,win,37.0,,134.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304081,2022,615,6,615.0,win,8.0,,615.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304071,2022,6,2,2.0,win,,7.0,2.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304083,2022,614,3,614.0,win,36.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304073,2022,1,252,1.0,win,16.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304074,2022,494,2,2.0,win,,7.0,2.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304075,2022,129,615,615.0,win,,3.0,615.0,field,"MCA Stadium, Pune",Pune,India
1304076,2022,134,6,134.0,win,7.0,,6.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304077,2022,1,614,1.0,win,18.0,,614.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai,India
1304078,2022,494,252,252.0,win,,9.0,252.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304079,2022,3,129,129.0,win,,3.0,129.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304080,2022,134,252,134.0,win,15.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304087,2022,252,6,252.0,win,,4.0,252.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304090,2022,3,134,3.0,win,,5.0,3.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304082,2022,1,2,2.0,win,,9.0,2.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304084,2022,494,129,494.0,win,11.0,,129.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304085,2022,134,1,134.0,win,29.0,,1.0,field,"MCA Stadium, Pune",Pune,India
1304086,2022,2,615,615.0,win,,5.0,615.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304088,2022,614,494,614.0,win,20.0,,494.0,field,"MCA Stadium, Pune",Pune,India
1304089,2022,1,615,615.0,win,,6.0,1.0,bat,"Brabourne Stadium, Mumbai",Mumbai,India
1304091,2022,614,252,614.0,win,6.0,,614.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1304092,2022,129,2,129.0,win,13.0,,2.0,field,"MCA Stadium, Pune",Pune,India
1304093,2022,134,6,6.0,win,,7.0,6.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304095,2022,129,1,1.0,win,13.0,,129.0,field,"MCA Stadium, Pune",Pune,India
1304094,2022,615,494,494.0,win,,8.0,615.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304096,2022,252,2,252.0,win,21.0,,2.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304097,2022,3,615,3.0,win,5.0,,615.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304104,2022,134,252,252.0,win,,8.0,252.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304098,2022,494,134,134.0,win,,6.0,494.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1304102,2022,6,3,6.0,win,52.0,,3.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304099,2022,614,6,614.0,win,75.0,,6.0,field,"MCA Stadium, Pune",Pune,India
1304100,2022,1,2,1.0,win,67.0,,1.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1304101,2022,129,252,129.0,win,91.0,,252.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304103,2022,615,614,615.0,win,62.0,,615.0,bat,"MCA Stadium, Pune",Pune,India
1304105,2022,129,3,3.0,win,,5.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304106,2022,494,1,494.0,win,54.0,,1.0,field,"Brabourne Stadium, Mumbai",Mumbai,India
1304107,2022,6,2,6.0,win,54.0,,6.0,bat,"MCA Stadium, Pune",Pune,India
1304108,2022,615,129,615.0,win,,7.0,129.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1304109,2022,134,614,134.0,win,24.0,,134.0,bat,"Brabourne Stadium, Mumbai",Mumbai,India
1304111,2022,2,3,2.0,win,3.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304110,2022,252,494,252.0,win,17.0,,494.0,field,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304112,2022,614,6,614.0,win,2.0,,614.0,bat,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India
1304113,2022,615,1,1.0,win,,8.0,615.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1304114,2022,129,134,134.0,win,,5.0,129.0,bat,"Brabourne Stadium, Mumbai",Mumbai,India
1304115,2022,252,3,3.0,win,,5.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1304116,2022,2,494,494.0,win,,5.0,2.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1312198,2022,614,1,1.0,win,14.0,,614.0,field,"Eden Gardens, Kolkata",Kolkata,India
1312197,2022,134,615,615.0,win,,7.0,615.0,field,"Eden Gardens, Kolkata",Kolkata,India
1312199,2022,1,134,134.0,win,,7.0,134.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1312200,2022,134,615,615.0,win,,7.0,134.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359475,2023,129,615,615.0,win,,5.0,615.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359476,2023,494,6,494.0,win,7.0,,6.0,field,"PCA Stadium, Mohali",Chandigarh,India
1359477,2023,614,252,614.0,win,50.0,,252.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359478,2023,134,2,134.0,win,72.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359479,2023,3,1,1.0,win,,8.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1359480,2023,129,614,129.0,win,12.0,,614.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1359481,2023,252,615,615.0,win,,6.0,615.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1359482,2023,494,134,494.0,win,5.0,,134.0,field,"Barsapara Cricket Stadium, Guwahati",Guwahati,India
1359483,2023,6,1,6.0,win,81.0,,1.0,field,"Eden Gardens, Kolkata",Kolkata,India
1359484,2023,2,614,614.0,win,,5.0,2.0,bat,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359485,2023,134,252,134.0,win,57.0,,252.0,field,"Barsapara Cricket Stadium, Guwahati",Guwahati,India
1359486,2023,3,129,129.0,win,,7.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1359487,2023,615,6,6.0,win,,3.0,615.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359490,2023,252,3,3.0,win,,6.0,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1359488,2023,494,2,2.0,win,,8.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359489,2023,1,614,614.0,win,,1.0,614.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1359493,2023,2,6,2.0,win,23.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata,India
1359491,2023,134,129,134.0,win,3.0,,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1359492,2023,494,615,615.0,win,,6.0,615.0,field,"PCA Stadium, Mohali",Chandigarh,India
1359494,2023,1,252,1.0,win,23.0,,252.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1359495,2023,614,494,494.0,win,,2.0,494.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359496,2023,6,3,3.0,win,,5.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1359497,2023,615,134,134.0,win,,3.0,134.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359498,2023,129,1,129.0,win,8.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1359499,2023,2,3,3.0,win,14.0,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359500,2023,614,134,614.0,win,10.0,,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1359501,2023,1,494,1.0,win,24.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh,India
1359502,2023,6,252,252.0,win,,4.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1359503,2023,129,2,129.0,win,,7.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1359504,2023,615,614,615.0,win,7.0,,615.0,bat,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359507,2023,129,6,129.0,win,49.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata,India
1359505,2023,494,3,494.0,win,13.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1359506,2023,1,134,1.0,win,7.0,,134.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1359508,2023,252,2,252.0,win,7.0,,252.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359509,2023,615,3,615.0,win,55.0,,3.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359511,2023,129,134,134.0,win,32.0,,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1359510,2023,6,1,6.0,win,21.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1359512,2023,614,494,614.0,win,56.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh,India
1359514,2023,252,2,2.0,win,9.0,,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1359513,2023,6,615,615.0,win,,7.0,615.0,field,"Eden Gardens, Kolkata",Kolkata,India
1359521,2023,6,2,6.0,win,5.0,,6.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359515,2023,129,494,494.0,win,,4.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai,India
1359516,2023,134,3,3.0,win,,6.0,134.0,bat,"Wankhede Stadium, Mumbai",Mumbai,India
1359517,2023,1,614,1.0,win,18.0,,1.0,bat,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359518,2023,252,615,252.0,win,5.0,,252.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359519,2023,614,129,129.0,no result,,,129.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359520,2023,494,3,3.0,win,,6.0,3.0,field,"PCA Stadium, Mohali",Chandigarh,India
1359523,2023,129,3,129.0,win,,6.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1359522,2023,134,615,615.0,win,,9.0,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1359524,2023,1,252,252.0,win,,7.0,1.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1359525,2023,615,614,615.0,win,56.0,,614.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359526,2023,134,2,2.0,win,,4.0,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1359530,2023,6,134,134.0,win,,9.0,134.0,field,"Eden Gardens, Kolkata",Kolkata,India
1359527,2023,494,6,6.0,win,,5.0,494.0,bat,"Eden Gardens, Kolkata",Kolkata,India
1359528,2023,1,3,3.0,win,,6.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1359529,2023,129,252,129.0,win,27.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai,India
1359531,2023,3,615,3.0,win,27.0,,615.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1359535,2023,129,6,6.0,win,,6.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai,India
1359532,2023,2,614,614.0,win,,7.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359533,2023,494,252,494.0,win,31.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1359534,2023,1,134,1.0,win,112.0,,1.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1359536,2023,615,2,615.0,win,34.0,,2.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1359537,2023,614,3,614.0,win,5.0,,3.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1359538,2023,252,494,252.0,win,15.0,,494.0,field,"HPCA Stadium, Dharamshala",Dharamsala,India
1359539,2023,2,1,1.0,win,,8.0,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1359540,2023,494,134,134.0,win,,4.0,134.0,field,"HPCA Stadium, Dharamshala",Dharamsala,India
1359541,2023,129,252,129.0,win,77.0,,129.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1422119,2024,129,1,129.0,win,,6.0,1.0,bat,"MA Chidambaram Stadium, Chennai",Chennai,India
1359542,2023,614,6,614.0,win,1.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata,India
1359543,2023,2,3,3.0,win,,8.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1359544,2023,1,615,615.0,win,,6.0,615.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1370350,2023,129,615,129.0,win,15.0,,615.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1370351,2023,3,614,3.0,win,81.0,,3.0,bat,"MA Chidambaram Stadium, Chennai",Chennai,India
1370352,2023,615,3,615.0,win,62.0,,3.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1422121,2024,6,2,6.0,win,4.0,,2.0,field,"Eden Gardens, Kolkata",Kolkata,India
1370353,2023,615,129,129.0,win,,5.0,129.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1422120,2024,252,494,494.0,win,,4.0,494.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali,India
1422122,2024,134,614,134.0,win,20.0,,134.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1422123,2024,615,3,615.0,win,6.0,,3.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1422124,2024,494,1,1.0,win,,4.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1422125,2024,129,615,129.0,win,63.0,,615.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1422126,2024,2,3,2.0,win,31.0,,3.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1422127,2024,134,252,134.0,win,12.0,,252.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1422128,2024,1,6,6.0,win,,7.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1422129,2024,614,494,614.0,win,21.0,,614.0,bat,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1422130,2024,2,615,615.0,win,,7.0,2.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1422131,2024,252,129,252.0,win,20.0,,252.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam,India
1422132,2024,3,134,134.0,win,,6.0,134.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1422133,2024,614,1,614.0,win,28.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1422134,2024,6,252,6.0,win,106.0,,6.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam,India
1422135,2024,615,494,494.0,win,,3.0,494.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1422136,2024,129,2,2.0,win,,6.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
1422137,2024,1,134,134.0,win,,6.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1422138,2024,3,252,3.0,win,29.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1422139,2024,614,615,614.0,win,33.0,,614.0,bat,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1426263,2024,1,3,3.0,win,,7.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1426260,2024,6,129,129.0,win,,7.0,129.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1426261,2024,2,494,2.0,win,2.0,,494.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali,India
1426262,2024,134,615,615.0,win,,3.0,615.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1426264,2024,614,252,252.0,win,,6.0,614.0,bat,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1426265,2024,494,134,134.0,win,,3.0,134.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali,India
1426266,2024,614,6,6.0,win,,8.0,6.0,field,"Eden Gardens, Kolkata",Kolkata,India
1426269,2024,6,134,134.0,win,,2.0,134.0,field,"Eden Gardens, Kolkata",Kolkata,India
1426267,2024,129,3,129.0,win,20.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai,India
1426268,2024,2,1,2.0,win,25.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India
1426281,2024,252,3,252.0,win,10.0,,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1426270,2024,615,252,252.0,win,,6.0,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
1426271,2024,3,494,3.0,win,9.0,,494.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali,India
1426272,2024,129,614,614.0,win,,8.0,614.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow,India
1426273,2024,2,252,2.0,win,67.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
1426274,2024,6,1,6.0,win,1.0,,1.0,field,"Eden Gardens, Kolkata",Kolkata,India
1426275,2024,494,615,615.0,win,,3.0,494.0,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali,India
1426276,2024,3,134,134.0,win,,9.0,3.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
1426277,2024,129,614,614.0,win,,6.0,614.0,field,"MA Chidambaram Stadium, Chennai",Chennai,India
1426278,2024,252,615,252.0,win,4.0,,615.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi,India
